cleaned_text,sentiment
department store sale improve percentage eurmarket neutral,positive
finland national carrier finnair plc carry record million passenger increase percent previous year airline report tuesday,positive
finnair plc carry record million passenger increase percent previous year finnish national carrier report tuesday,positive
finnish consult engineering group poyry plc omx helsinki poy say wednesday october award contract tanqia dibba fzc ownerengineer wastewater system dibba emirate fujairah uae,positive
finnish handle system company cargotec oyj hel cgcbv say today eur million usd contract deliver macgregor hatch cover ship order norwegian shipowner grieg shipping,positive
finnish steel maker rautaruukki oyj ruukki say july amillioneuromillioncontract supply install steel superstructure partihallsforbindelsen bridge project gothenburg western sweden,positive
however broker give outperform recommendation stock,positive
last year sysopen digia invest ibm product knowhow building portal trading place system successfully implement customer solution support,positive
adp news oct finnish consult engineering company poyry oyj omx poyv say today award eur million usd extension exist consultancy engineering contract venezuel,positive
adp news oct finnish food company raisio oyj omx raivv say today net profit jump eur million usd first nine month eur million period,positive
adp news sep finnish security privacy software solution developer stonesoft oyj say today usd million eur order deliver stonegate network security product unnamed russian,positive
outotec net profit second quarter jump tomillioneuromillionfrommillioneuromilliona year ago,positive
pretax profit jump eur million eur million,positive
profitability ebit percentage percentage compare percentage previousyear period,positive
sale improve sekmarket neutralcompared sekmarket neutral,positive
savon koulutuskuntayhtyma finland base company award contract specialist agricultural forestry machinery,positive
skf april alandsbanken give buy recommendation swedish industrial company skf sto skf share price target sek,positive
sport equipment sale also progress well owe prolong winter season,positive
